Input: AmA, Original Base: 55, Target Base: 12, Converted: 17058, Base10: 32900
Input: CZK, Original Base: 41, Target Base: 38, Converted: Eb5, Base10: 21627
Input: 456K, Original Base: 32, Target Base: 63, Converted: YN9, Base10: 136404
Input: J86F, Original Base: 24, Target Base: 16, Converted: 4149F, Base10: 267423
Input: 2AB095, Original Base: 13, Target Base: 57, Converted: 5crb, Base10: 1052485
Input: 5, Original Base: 54, Target Base: 22, Converted: 5, Base10: 5
Input: 396, Original Base: 20, Target Base: 2, Converted: 10101101010, Base10: 1386
Input: 1SKL, Original Base: 33, Target Base: 14, Converted: 1A658, Base10: 67110
Input: 1221200011, Original Base: 3, Target Base: 46, Converted: I6Y, Base10: 38398
Input: 0, Original Base: 60, Target Base: 58, Converted: 0, Base10: 0
Input: 1610, Original Base: 7, Target Base: 31, Converted: KO, Base10: 644
Input: 10003B, Original Base: 16, Target Base: 55, Converted: 6Ga5, Base10: 1048635
Input: 9182A, Original Base: 11, Target Base: 13, Converted: 49065, Base10: 134100
Input: 7806012, Original Base: 9, Target Base: 15, Converted: 57D7AE, Base10: 4196864
Input: OPh, Original Base: 52, Target Base: 33, Converted: 1RR8, Base10: 66239
Input: 2CO5, Original Base: 26, Target Base: 46, Converted: KY9, Base10: 43893
Input: FBE, Original Base: 34, Target Base: 12, Converted: A314, Base10: 17728
Input: 1Ln, Original Base: 51, Target Base: 43, Converted: 20N, Base10: 3721
Input: 4smv, Original Base: 60, Target Base: 59, Converted: 59qj, Base10: 1061337
Input: D4, Original Base: 18, Target Base: 8, Converted: 356, Base10: 238
Input: 4c4n, Original Base: 61, Target Base: 43, Converted: D8SS, Base10: 1049615
Input: 234, Original Base: 8, Target Base: 42, Converted: 3U, Base10: 156
Input: H79, Original Base: 32, Target Base: 6, Converted: 213401, Base10: 17641
Input: 0, Original Base: 38, Target Base: 57, Converted: 0, Base10: 0
Input: QGDD, Original Base: 43, Target Base: 63, Converted: 8OR5, Base10: 2097338
Input: 15B3, Original Base: 18, Target Base: 53, Converted: 2cL, Base10: 7653
Input: 48A, Original Base: 21, Target Base: 52, Converted: bI, Base10: 1942
Input: 10112200, Original Base: 3, Target Base: 54, Converted: lj, Base10: 2583
Input: 27BB, Original Base: 19, Target Base: 63, Converted: 49M, Base10: 16465
Input: 5R2QC, Original Base: 29, Target Base: 12, Converted: 14A5038, Base10: 4197356
Input: 4200132, Original Base: 5, Target Base: 14, Converted: 1B0DA, Base10: 68792
Input: 2M, Original Base: 27, Target Base: 34, Converted: 28, Base10: 76
Input: 63, Original Base: 7, Target Base: 39, Converted: 16, Base10: 45
Input: COD, Original Base: 37, Target Base: 63, Converted: 4N4, Base10: 17329
Input: Q7, Original Base: 38, Target Base: 27, Converted: 19N, Base10: 995
Input: JSc, Original Base: 42, Target Base: 26, Converted: 1P9K, Base10: 34730
Input: 43050, Original Base: 6, Target Base: 29, Converted: 6S4, Base10: 5862
Input: aF, Original Base: 59, Target Base: 7, Converted: 6144, Base10: 2139
Input: 34320213, Original Base: 6, Target Base: 20, Converted: 6BB1D, Base10: 1052433
Input: B3B751, Original Base: 13, Target Base: 58, Converted: LT78, Base10: 4195322
Input: 1SA, Original Base: 38, Target Base: 4, Converted: 213112, Base10: 2518
Input: 4C, Original Base: 18, Target Base: 8, Converted: 124, Base10: 84
Input: F2D8, Original Base: 26, Target Base: 53, Converted: 1fOK, Base10: 265338
Input: 1, Original Base: 42, Target Base: 60, Converted: 1, Base10: 1
Input: lh3k, Original Base: 56, Target Base: 31, Converted: 92IEB, Base10: 8389014
Input: 42E45, Original Base: 16, Target Base: 48, Converted: 2Mi5, Base10: 273989
Input: 43, Original Base: 13, Target Base: 42, Converted: 1D, Base10: 55
Input: Gd, Original Base: 59, Target Base: 40, Converted: ON, Base10: 983
Input: ASU, Original Base: 50, Target Base: 56, Converted: 8Ns, Base10: 26430
Input: 7K, Original Base: 37, Target Base: 10, Converted: 279, Base10: 279
Input: 1DI6AD, Original Base: 22, Target Base: 38, Converted: 40aWH, Base10: 8393761
Input: 7B3AA9, Original Base: 14, Target Base: 12, Converted: 14A5271, Base10: 4197685
Input: 2C, Original Base: 14, Target Base: 39, Converted: 11, Base10: 40
Input: 113340403, Original Base: 5, Target Base: 43, Converted: 6REa, Base10: 527603
Input: 5, Original Base: 6, Target Base: 25, Converted: 5, Base10: 5
Input: 69FOL, Original Base: 34, Target Base: 42, Converted: 2TA89, Base10: 8389929
Input: 3B6FL, Original Base: 40, Target Base: 39, Converted: 3OJYH, Base10: 8394221
Input: 1UZW, Original Base: 43, Target Base: 14, Converted: 37A70, Base10: 136514
Input: 19MN, Original Base: 39, Target Base: 4, Converted: 102002201, Base10: 73889
Input: 1qT, Original Base: 56, Target Base: 26, Converted: 8PJ, Base10: 6077
Input: CE, Original Base: 18, Target Base: 17, Converted: D9, Base10: 230
Input: 232133313, Original Base: 5, Target Base: 63, Converted: 4D8i, Base10: 1052333
Input: 17aT, Original Base: 38, Target Base: 38, Converted: 17aT, Base10: 66377
Input: 6Pg, Original Base: 49, Target Base: 42, Converted: 8b7, Base10: 15673
Input: 177183, Original Base: 11, Target Base: 7, Converted: 2215054, Base10: 273067
Input: 10, Original Base: 13, Target Base: 32, Converted: D, Base10: 13
Input: 0, Original Base: 45, Target Base: 61, Converted: 0, Base10: 0
Input: 1CqE, Original Base: 60, Target Base: 48, Converted: 2HfE, Base10: 262334
Input: 2, Original Base: 56, Target Base: 5, Converted: 2, Base10: 2
Input: 20L0, Original Base: 32, Target Base: 22, Converted: 64HA, Base10: 66208
Input: 3CcG, Original Base: 43, Target Base: 17, Converted: 326DF, Base10: 262359
Input: 2033324023, Original Base: 5, Target Base: 32, Converted: 4047E, Base10: 4198638
Input: 0, Original Base: 50, Target Base: 13, Converted: 0, Base10: 0
Input: 8G, Original Base: 30, Target Base: 13, Converted: 169, Base10: 256
Input: 14130, Original Base: 5, Target Base: 3, Converted: 1121011, Base10: 1165
Input: 4, Original Base: 49, Target Base: 18, Converted: 4, Base10: 4
Input: 6, Original Base: 11, Target Base: 39, Converted: 6, Base10: 6
Input: R, Original Base: 43, Target Base: 35, Converted: R, Base10: 27
Input: 6EDC, Original Base: 18, Target Base: 5, Converted: 2233044, Base10: 39774
Input: 1k8o, Original Base: 52, Target Base: 59, Converted: 1HFH, Base10: 265458
Input: 9169, Original Base: 49, Target Base: 15, Converted: 15E7EA, Base10: 1061545
Input: 150E, Original Base: 25, Target Base: 13, Converted: 8705, Base10: 18764
Input: 25251, Original Base: 6, Target Base: 54, Converted: 1Fn, Base10: 3775
Input: 100000000000000110000111, Original Base: 2, Target Base: 57, Converted: jH1O, Base10: 8388999
Input: 4Osr, Original Base: 62, Target Base: 13, Converted: 2A95BC, Base10: 1048969
Input: 26, Original Base: 39, Target Base: 46, Converted: 1c, Base10: 84
Input: 1f, Original Base: 57, Target Base: 8, Converted: 142, Base10: 98
Input: cr8h, Original Base: 60, Target Base: 62, Converted: ZF2x, Base10: 8399323
Input: C3, Original Base: 18, Target Base: 61, Converted: 3a, Base10: 219
Input: 14FLG, Original Base: 37, Target Base: 3, Converted: 10221121001110, Base10: 2098101
Input: 34RU0, Original Base: 34, Target Base: 52, Converted: TiZS, Base10: 4198456
Input: 1DW5I, Original Base: 35, Target Base: 6, Converted: 112542053, Base10: 2097393
Input: AS, Original Base: 34, Target Base: 21, Converted: HB, Base10: 368
Input: 1Tql, Original Base: 56, Target Base: 37, Converted: 5BWB, Base10: 269519
Input: OXPL, Original Base: 44, Target Base: 43, Converted: QMaH, Base10: 2109425
Input: 10000001010100001000, Original Base: 2, Target Base: 12, Converted: 216634, Base10: 529672
Input: 14EZ8, Original Base: 37, Target Base: 6, Converted: 112541242, Base10: 2097242
Input: 8E2, Original Base: 27, Target Base: 48, Converted: 2XK, Base10: 6212
Input: F, Original Base: 40, Target Base: 23, Converted: F, Base10: 15
Input: 0, Original Base: 63, Target Base: 35, Converted: 0, Base10: 0
Input: aO, Original Base: 63, Target Base: 53, Converted: hD, Base10: 2292
Input: 4FT, Original Base: 38, Target Base: 33, Converted: 5S6, Base10: 6375
Input: PK, Original Base: 53, Target Base: 41, Converted: WX, Base10: 1345
Input: 22, Original Base: 19, Target Base: 6, Converted: 104, Base10: 40
Input: 6eX, Original Base: 50, Target Base: 19, Converted: 2939, Base10: 17033
Input: 9R1R, Original Base: 38, Target Base: 4, Converted: 2002012211, Base10: 532901
Input: 4rDG, Original Base: 60, Target Base: 14, Converted: 1D699A, Base10: 1055596
Input: 111112, Original Base: 3, Target Base: 22, Converted: GD, Base10: 365
Input: GB, Original Base: 20, Target Base: 36, Converted: 97, Base10: 331
Input: 5MVk, Original Base: 58, Target Base: 55, Converted: 6HVW, Base10: 1051412
Input: 77519, Original Base: 10, Target Base: 56, Converted: OeF, Base10: 77519
Input: 17BHG, Original Base: 21, Target Base: 30, Converted: 9NRM, Base10: 264532
Input: 9, Original Base: 54, Target Base: 3, Converted: 100, Base10: 9
Input: 8uP, Original Base: 63, Target Base: 63, Converted: 8uP, Base10: 35305
Input: 7, Original Base: 11, Target Base: 7, Converted: 10, Base10: 7
Input: 1T, Original Base: 55, Target Base: 22, Converted: 3I, Base10: 84
Input: 29, Original Base: 18, Target Base: 57, Converted: j, Base10: 45
Input: 5, Original Base: 39, Target Base: 39, Converted: 5, Base10: 5
Input: 3J2, Original Base: 31, Target Base: 35, Converted: 2T9, Base10: 3474
Input: 6B341, Original Base: 20, Target Base: 27, Converted: 1Q897, Base10: 1049281
Input: G7, Original Base: 21, Target Base: 8, Converted: 527, Base10: 343
Input: 3, Original Base: 38, Target Base: 39, Converted: 3, Base10: 3
Input: 115, Original Base: 13, Target Base: 51, Converted: 3Y, Base10: 187
Input: 100000000010110110001, Original Base: 2, Target Base: 6, Converted: 34301133, Base10: 1050033
Input: I, Original Base: 25, Target Base: 41, Converted: I, Base10: 18
Input: 1, Original Base: 45, Target Base: 46, Converted: 1, Base10: 1
Input: 16, Original Base: 11, Target Base: 25, Converted: H, Base10: 17
Input: 1KOG, Original Base: 58, Target Base: 59, Converted: 1GkB, Base10: 263800
Input: B08, Original Base: 58, Target Base: 23, Converted: 30M5, Base10: 37012
Input: GMIL, Original Base: 25, Target Base: 35, Converted: 65O6, Base10: 264221
Input: 1X4, Original Base: 59, Target Base: 52, Converted: 20O, Base10: 5432
Input: L9, Original Base: 23, Target Base: 33, Converted: EU, Base10: 492
Input: 41, Original Base: 44, Target Base: 42, Converted: 49, Base10: 177
Input: 2UQ, Original Base: 40, Target Base: 37, Converted: 38N, Base10: 4426
Input: 125, Original Base: 6, Target Base: 15, Converted: 38, Base10: 53
Input: 12lZ, Original Base: 50, Target Base: 54, Converted: jLV, Base10: 132385
Input: 5B, Original Base: 36, Target Base: 39, Converted: 4Z, Base10: 191
Input: 2GA, Original Base: 17, Target Base: 20, Converted: 230, Base10: 860
Input: 5MUY, Original Base: 58, Target Base: 51, Converted: 7lAS, Base10: 1051342
Input: 6BFe, Original Base: 44, Target Base: 59, Converted: 2Z8Z, Base10: 533100
Input: PP, Original Base: 26, Target Base: 26, Converted: PP, Base10: 675
Input: 28, Original Base: 15, Target Base: 51, Converted: c, Base10: 38
Input: E, Original Base: 24, Target Base: 61, Converted: E, Base10: 14
Input: 9HMJ, Original Base: 24, Target Base: 55, Converted: iU5, Base10: 134755
Input: 269K, Original Base: 21, Target Base: 59, Converted: 68J, Base10: 21377
Input: 55G2Q, Original Base: 30, Target Base: 14, Converted: 7B45D4, Base10: 4199486
Input: WZ, Original Base: 48, Target Base: 58, Converted: R5, Base10: 1571
Input: AY, Original Base: 44, Target Base: 26, Converted: I6, Base10: 474
Input: 29, Original Base: 59, Target Base: 26, Converted: 4N, Base10: 127
Input: 49, Original Base: 12, Target Base: 25, Converted: 27, Base10: 57
Input: 599, Original Base: 13, Target Base: 39, Converted: OZ, Base10: 971
Input: 20210021101, Original Base: 3, Target Base: 32, Converted: 42F6, Base10: 133606
Input: j4M, Original Base: 54, Target Base: 53, Converted: kgI, Base10: 131458
Input: 5R, Original Base: 42, Target Base: 27, Converted: 8L, Base10: 237
Input: 33D5A, Original Base: 17, Target Base: 29, Converted: B115, Base10: 269154
Input: 1H6F, Original Base: 59, Target Base: 24, Converted: J3MD, Base10: 264925
Input: 47H0DC, Original Base: 18, Target Base: 16, Converted: 800F2E, Base10: 8392494
Input: J6GC, Original Base: 38, Target Base: 42, Converted: E8C4, Base10: 1051852
Input: 41, Original Base: 27, Target Base: 14, Converted: 7B, Base10: 109
Input: PJN, Original Base: 36, Target Base: 5, Converted: 2024412, Base10: 33107
Input: 5k, Original Base: 63, Target Base: 63, Converted: 5k, Base10: 361
Input: 18L, Original Base: 57, Target Base: 56, Converted: 1AU, Base10: 3726
Input: 54H, Original Base: 52, Target Base: 15, Converted: 4115, Base10: 13745
Input: 2C, Original Base: 25, Target Base: 35, Converted: 1R, Base10: 62
Input: 100343, Original Base: 5, Target Base: 8, Converted: 6227, Base10: 3223
Input: YL9, Original Base: 62, Target Base: 48, Converted: 19E7, Base10: 132007
Input: 21, Original Base: 5, Target Base: 56, Converted: B, Base10: 11
Input: 1RI, Original Base: 37, Target Base: 15, Converted: A91, Base10: 2386
Input: 4d, Original Base: 46, Target Base: 9, Converted: 267, Base10: 223
Input: 8156, Original Base: 9, Target Base: 29, Converted: 72J, Base10: 5964
Input: DCV2, Original Base: 34, Target Base: 13, Converted: 155494, Base10: 525880
Input: C, Original Base: 54, Target Base: 34, Converted: C, Base10: 12
Input: B, Original Base: 38, Target Base: 17, Converted: B, Base10: 11
Input: 277, Original Base: 14, Target Base: 11, Converted: 412, Base10: 497
Input: 1007C6, Original Base: 16, Target Base: 55, Converted: 6HGB, Base10: 1050566
Input: 17B22, Original Base: 12, Target Base: 61, Converted: 9Fc, Base10: 34442
Input: 1Y, Original Base: 41, Target Base: 32, Converted: 2B, Base10: 75
Input: NNA, Original Base: 42, Target Base: 46, Converted: JTA, Base10: 41548
Input: 43305, Original Base: 7, Target Base: 24, Converted: IH9, Base10: 10785
Input: 88PG, Original Base: 40, Target Base: 46, Converted: 5IMa, Base10: 525816
Input: 17, Original Base: 51, Target Base: 5, Converted: 213, Base10: 58
Input: 1323, Original Base: 6, Target Base: 11, Converted: 289, Base10: 339
Input: VJd, Original Base: 46, Target Base: 60, Converted: IST, Base10: 66509
Input: 1, Original Base: 47, Target Base: 41, Converted: 1, Base10: 1
Input: 8008M, Original Base: 32, Target Base: 63, Converted: XYbw, Base10: 8388886
Input: 1B, Original Base: 46, Target Base: 44, Converted: 1D, Base10: 57
Input: I5, Original Base: 22, Target Base: 20, Converted: 101, Base10: 401
Input: 0, Original Base: 51, Target Base: 55, Converted: 0, Base10: 0
Input: mQk, Original Base: 52, Target Base: 48, Converted: 18j6, Base10: 131190
Input: 10, Original Base: 3, Target Base: 47, Converted: 3, Base10: 3
Input: 211111110, Original Base: 3, Target Base: 30, Converted: I6L, Base10: 16401
Input: 205, Original Base: 6, Target Base: 40, Converted: 1b, Base10: 77
Input: 7T, Original Base: 53, Target Base: 43, Converted: 9D, Base10: 400
Input: 11100111, Original Base: 2, Target Base: 59, Converted: 3s, Base10: 231
Input: 39h, Original Base: 52, Target Base: 19, Converted: 14GG, Base10: 8623
Input: 7K02, Original Base: 33, Target Base: 27, Converted: DNPK, Base10: 273341
Input: 1KG, Original Base: 31, Target Base: 41, Converted: cd, Base10: 1597
Input: 4330631, Original Base: 7, Target Base: 46, Converted: 5JZg, Base10: 528536
Input: S, Original Base: 54, Target Base: 62, Converted: S, Base10: 28
Input: 0, Original Base: 29, Target Base: 4, Converted: 0, Base10: 0
Input: 1K, Original Base: 22, Target Base: 20, Converted: 22, Base10: 42
Input: 2204232, Original Base: 5, Target Base: 23, Converted: 32M2, Base10: 38067
Input: 8M2, Original Base: 32, Target Base: 48, Converted: 3fI, Base10: 8898
Input: LSul, Original Base: 58, Target Base: 14, Converted: 7B2A35, Base10: 4194839
Input: 1010111101110101, Original Base: 2, Target Base: 7, Converted: 244645, Base10: 44917
Input: UH6, Original Base: 33, Target Base: 57, Converted: AD6, Base10: 33237
Input: T7CC, Original Base: 33, Target Base: 5, Converted: 232101304, Base10: 1050204
Input: 0, Original Base: 9, Target Base: 30, Converted: 0, Base10: 0
Input: 39, Original Base: 15, Target Base: 35, Converted: 1J, Base10: 54
Input: 1J8, Original Base: 20, Target Base: 63, Converted: CW, Base10: 788
Input: 9, Original Base: 15, Target Base: 2, Converted: 1001, Base10: 9
Input: G, Original Base: 48, Target Base: 25, Converted: G, Base10: 16
Input: N2Td, Original Base: 45, Target Base: 22, Converted: 8L7A5, Base10: 2101269
Input: 3, Original Base: 28, Target Base: 7, Converted: 3, Base10: 3
Input: C, Original Base: 37, Target Base: 7, Converted: 15, Base10: 12
Input: C5, Original Base: 24, Target Base: 55, Converted: 5I, Base10: 293
Input: 4, Original Base: 19, Target Base: 45, Converted: 4, Base10: 4
Input: 67GS, Original Base: 44, Target Base: 52, Converted: 3cFW, Base10: 525388
Input: 8C8V, Original Base: 40, Target Base: 14, Converted: DB9DD, Base10: 531551
Input: LM, Original Base: 43, Target Base: 8, Converted: 1635, Base10: 925
Input: 1PH36, Original Base: 33, Target Base: 40, Converted: WYE4, Base10: 2102964
Input: GGI3, Original Base: 40, Target Base: 61, Converted: 4cGP, Base10: 1050323
Input: RIB, Original Base: 35, Target Base: 22, Converted: 33EC, Base10: 33716
Input: 123545, Original Base: 6, Target Base: 23, Converted: L51, Base10: 11225
Input: 13, Original Base: 19, Target Base: 36, Converted: M, Base10: 22
Input: 1A4, Original Base: 49, Target Base: 54, Converted: rX, Base10: 2895
Input: J, Original Base: 28, Target Base: 26, Converted: J, Base10: 19
Input: 201, Original Base: 30, Target Base: 19, Converted: 4IF, Base10: 1801
Input: 116K12, Original Base: 24, Target Base: 23, Converted: 16MB08, Base10: 8388890
Input: 3XDV, Original Base: 41, Target Base: 49, Converted: 2BMD, Base10: 262800
Input: JH, Original Base: 52, Target Base: 35, Converted: SP, Base10: 1005
Input: V, Original Base: 50, Target Base: 60, Converted: V, Base10: 31
Input: 100011, Original Base: 2, Target Base: 58, Converted: Z, Base10: 35
Input: 0, Original Base: 55, Target Base: 42, Converted: 0, Base10: 0
Input: Cg, Original Base: 57, Target Base: 39, Converted: IO, Base10: 726
Input: 7A, Original Base: 41, Target Base: 11, Converted: 250, Base10: 297
Input: 1N, Original Base: 41, Target Base: 60, Converted: 14, Base10: 64
Input: 38815, Original Base: 10, Target Base: 51, Converted: El4, Base10: 38815
Input: 9T, Original Base: 45, Target Base: 29, Converted: ES, Base10: 434
Input: CZi6, Original Base: 55, Target Base: 54, Converted: DJhh, Base10: 2104801
Input: 10221121220112, Original Base: 3, Target Base: 5, Converted: 1014124344, Base10: 2098724
Input: 1e, Original Base: 49, Target Base: 59, Converted: 1U, Base10: 89
Input: 2B100A, Original Base: 13, Target Base: 27, Converted: 1QLGO, Base10: 1058964
Input: 2, Original Base: 20, Target Base: 58, Converted: 2, Base10: 2
Input: 3, Original Base: 43, Target Base: 51, Converted: 3, Base10: 3
Input: 2TT6, Original Base: 36, Target Base: 38, Converted: 2FEA, Base10: 131946
Input: CDJ, Original Base: 53, Target Base: 25, Converted: 251G, Base10: 34416
Input: 74, Original Base: 15, Target Base: 44, Converted: 2L, Base10: 109
Input: 3, Original Base: 35, Target Base: 25, Converted: 3, Base10: 3
Input: 3x, Original Base: 63, Target Base: 60, Converted: 48, Base10: 248
Input: D, Original Base: 22, Target Base: 28, Converted: D, Base10: 13
Input: 92LFU, Original Base: 31, Target Base: 26, Converted: I9C35, Base10: 8391947
Input: 4FB9, Original Base: 17, Target Base: 18, Converted: 42B9, Base10: 24183
Input: 2, Original Base: 21, Target Base: 6, Converted: 2, Base10: 2
Input: 2, Original Base: 10, Target Base: 26, Converted: 2, Base10: 2
Input: 19D, Original Base: 47, Target Base: 49, Converted: 14m, Base10: 2645
Input: 1322, Original Base: 4, Target Base: 18, Converted: 6E, Base10: 122
Input: 3282F, Original Base: 17, Target Base: 2, Converted: 1000000001001011110, Base10: 262750
Input: 100, Original Base: 5, Target Base: 5, Converted: 100, Base10: 25
Input: E4WN, Original Base: 53, Target Base: 29, Converted: 2RSLB, Base10: 2097233
Input: G5UA, Original Base: 32, Target Base: 36, Converted: BD8Q, Base10: 530378
Input: G22H5, Original Base: 19, Target Base: 53, Converted: E5Ti, Base10: 2099904
Input: 212K0A, Original Base: 21, Target Base: 36, Converted: 4ZTSJ, Base10: 8390035
Input: 1243510, Original Base: 6, Target Base: 12, Converted: 33596, Base10: 68226
Input: C, Original Base: 24, Target Base: 51, Converted: C, Base10: 12
Input: 6HG, Original Base: 42, Target Base: 17, Converted: 2529, Base10: 11314
Input: 1, Original Base: 2, Target Base: 35, Converted: 1, Base10: 1
Input: 1555, Original Base: 6, Target Base: 25, Converted: H6, Base10: 431
Input: 58F, Original Base: 59, Target Base: 12, Converted: A430, Base10: 17892
Input: 1, Original Base: 29, Target Base: 39, Converted: 1, Base10: 1
Input: 4u8, Original Base: 58, Target Base: 48, Converted: 7C8, Base10: 16712
Input: 130, Original Base: 4, Target Base: 7, Converted: 40, Base10: 28
Input: 3, Original Base: 48, Target Base: 28, Converted: 3, Base10: 3
Input: 331, Original Base: 4, Target Base: 29, Converted: 23, Base10: 61
Input: 1G7J, Original Base: 46, Target Base: 32, Converted: 40ED, Base10: 131533
Input: U, Original Base: 40, Target Base: 10, Converted: 30, Base10: 30
Input: 11111001101010, Original Base: 2, Target Base: 29, Converted: ISS, Base10: 15978
Input: 385, Original Base: 25, Target Base: 10, Converted: 2080, Base10: 2080
Input: 4, Original Base: 26, Target Base: 48, Converted: 4, Base10: 4
Input: 5N6, Original Base: 41, Target Base: 46, Converted: 4JG, Base10: 9354
Input: 3cQB, Original Base: 52, Target Base: 25, Converted: 18GCE, Base10: 525939
Input: 1, Original Base: 52, Target Base: 56, Converted: 1, Base10: 1
Input: 113243123, Original Base: 5, Target Base: 50, Converted: 49jc, Base10: 524788
Input: Gmzo, Original Base: 63, Target Base: 20, Converted: 1647HH, Base10: 4195157
Input: 3X, Original Base: 34, Target Base: 6, Converted: 343, Base10: 135
Input: 4, Original Base: 25, Target Base: 19, Converted: 4, Base10: 4
Input: 1, Original Base: 10, Target Base: 8, Converted: 1, Base10: 1
Input: 31, Original Base: 60, Target Base: 24, Converted: 7D, Base10: 181
Input: 2452505, Original Base: 6, Target Base: 17, Converted: 19D11, Base10: 131513
Input: 40YC7, Original Base: 38, Target Base: 28, Converted: DI5IF, Base10: 8390103
Input: 3, Original Base: 23, Target Base: 10, Converted: 3, Base10: 3
Input: 59717, Original Base: 25, Target Base: 58, Converted: Ahf7, Base10: 2098157
Input: 188, Original Base: 15, Target Base: 4, Converted: 11201, Base10: 353
Input: A, Original Base: 21, Target Base: 61, Converted: A, Base10: 10
Input: 4, Original Base: 54, Target Base: 15, Converted: 4, Base10: 4
Input: C, Original Base: 44, Target Base: 29, Converted: C, Base10: 12
Input: 1HKH, Original Base: 28, Target Base: 30, Converted: 19P7, Base10: 35857
Input: M, Original Base: 36, Target Base: 7, Converted: 31, Base10: 22
Input: 61L, Original Base: 48, Target Base: 10, Converted: 13893, Base10: 13893
Input: 4334251, Original Base: 7, Target Base: 11, Converted: 331A9A, Base10: 529726
Input: 4, Original Base: 11, Target Base: 42, Converted: 4, Base10: 4
Input: 0, Original Base: 17, Target Base: 46, Converted: 0, Base10: 0
Input: 4, Original Base: 60, Target Base: 46, Converted: 4, Base10: 4
Input: 9m, Original Base: 49, Target Base: 51, Converted: 9U, Base10: 489
Input: AE, Original Base: 43, Target Base: 12, Converted: 310, Base10: 444
Input: 13304011, Original Base: 5, Target Base: 6, Converted: 2520241, Base10: 134881
Input: oNDY, Original Base: 55, Target Base: 56, Converted: lh4o, Base10: 8389074
Input: 2, Original Base: 13, Target Base: 36, Converted: 2, Base10: 2
Input: 1, Original Base: 43, Target Base: 22, Converted: 1, Base10: 1
Input: TI, Original Base: 50, Target Base: 53, Converted: Rb, Base10: 1468
Input: 1186AC9, Original Base: 14, Target Base: 15, Converted: B0BD79, Base10: 8393289
Input: 1, Original Base: 30, Target Base: 50, Converted: 1, Base10: 1
Input: 25, Original Base: 6, Target Base: 62, Converted: H, Base10: 17
Input: 0, Original Base: 13, Target Base: 42, Converted: 0, Base10: 0
Input: NKc, Original Base: 53, Target Base: 46, Converted: V2H, Base10: 65705
Input: 1, Original Base: 2, Target Base: 57, Converted: 1, Base10: 1
Input: 48, Original Base: 19, Target Base: 56, Converted: 1S, Base10: 84
Input: 2AM3N, Original Base: 44, Target Base: 5, Converted: 4122001104, Base10: 8390779
Input: 66A0, Original Base: 13, Target Base: 34, Converted: CDC, Base10: 14326
Input: 7, Original Base: 52, Target Base: 30, Converted: 7, Base10: 7
Input: 4SI, Original Base: 35, Target Base: 36, Converted: 4JU, Base10: 5898
Input: 8, Original Base: 61, Target Base: 46, Converted: 8, Base10: 8
Input: AP, Original Base: 47, Target Base: 24, Converted: KF, Base10: 495
Input: 3BE, Original Base: 45, Target Base: 57, Converted: 21T, Base10: 6584
Input: 23032, Original Base: 5, Target Base: 38, Converted: 158, Base10: 1642
Input: 3c6j, Original Base: 52, Target Base: 35, Converted: C8I3, Base10: 524933
Input: 6KP4, Original Base: 55, Target Base: 54, Converted: 6dU1, Base10: 1060129
Input: DY, Original Base: 54, Target Base: 23, Converted: 190, Base10: 736
Input: F200, Original Base: 17, Target Base: 10, Converted: 74273, Base10: 74273
Input: 2, Original Base: 25, Target Base: 31, Converted: 2, Base10: 2
Input: 5, Original Base: 46, Target Base: 35, Converted: 5, Base10: 5
Input: 1eQ, Original Base: 56, Target Base: 20, Converted: DA2, Base10: 5402
Input: 0, Original Base: 40, Target Base: 30, Converted: 0, Base10: 0
Input: 16, Original Base: 56, Target Base: 23, Converted: 2G, Base10: 62
Input: 23, Original Base: 12, Target Base: 26, Converted: 11, Base10: 27
Input: V, Original Base: 46, Target Base: 57, Converted: V, Base10: 31
Input: P2, Original Base: 40, Target Base: 39, Converted: PR, Base10: 1002
Input: 1, Original Base: 35, Target Base: 7, Converted: 1, Base10: 1
Input: 1K, Original Base: 27, Target Base: 54, Converted: l, Base10: 47
Input: 11, Original Base: 37, Target Base: 36, Converted: 12, Base10: 38
Input: 207B, Original Base: 13, Target Base: 25, Converted: 74L, Base10: 4496
Input: 98V, Original Base: 46, Target Base: 35, Converted: FUI, Base10: 19443
Input: 2551353, Original Base: 6, Target Base: 12, Converted: 68559, Base10: 139029
Input: 3, Original Base: 30, Target Base: 4, Converted: 3, Base10: 3
Input: 877, Original Base: 15, Target Base: 11, Converted: 1489, Base10: 1912
Input: 3SGg, Original Base: 53, Target Base: 4, Converted: 2000131131, Base10: 526173
Input: 1oP, Original Base: 61, Target Base: 28, Converted: 8IK, Base10: 6796
Input: 2OF, Original Base: 29, Target Base: 50, Converted: lh, Base10: 2393
Input: iYP, Original Base: 55, Target Base: 3, Converted: 20212011211, Base10: 134995
Input: 23611246, Original Base: 7, Target Base: 7, Converted: 23611246, Base10: 2103751
Input: 294E7, Original Base: 15, Target Base: 57, Converted: emk, Base10: 132742
Input: 2, Original Base: 56, Target Base: 52, Converted: 2, Base10: 2
Input: 49, Original Base: 10, Target Base: 47, Converted: 12, Base10: 49
Input: 11303, Original Base: 4, Target Base: 46, Converted: 83, Base10: 371
Input: 34254432, Original Base: 6, Target Base: 2, Converted: 100000000001110010100, Base10: 1049492
Input: 20000020102, Original Base: 4, Target Base: 39, Converted: ZE5S, Base10: 2097682
Input: 880174, Original Base: 9, Target Base: 34, Converted: DC60, Base10: 525028
